Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
LOBBY_WAITING;You must wait for all players to start, or kick the ones who are missing.;Vous devez attendre tous les joueurs pour commencer ou expulser ceux qui manquent.;Sie müssen zum Starten auf alle Spieler warten oder jene ausschließen, die noch fehlen.;;Debes esperar a todos los jugadores para iniciar la partida, o expulsar a los que faltan.;;;;;;;;;
NO_UNIT_TECH;We must discover §Y$TECH$§W to build §Y$UNIT$§W;Nous devons découvrir §Y$TECH$§W pour construire/former §Y$UNIT$§W.;Zum Bau von §Y$UNIT$§W müssen wir §Y$TECH$§W erforschen.;;Tenemos que descubrir §Y$TECH$§W para construir §Y$UNIT$§W;;;;;;;;;
NO_UNIT_REGIMENTS;We cannot build §Y$UNIT$§W anywhere. Get more §YSoldiers§W.;Nous ne pouvons pas former §Y$UNIT$§W n'importe où. Recrutez plus de §Ysoldats§W.;Wir können §Y$UNIT$§W nirgendwo bauen. Rekrutieren Sie mehr §YSoldaten§W.;;No podemos construir §Y$UNIT$§W en cualquier sitio. Consigue más §YSoldados§W.;;;;;;;;;
NO_UNIT_PORTS;We cannot build §Y$UNIT$§W anywhere. Get a §YCoastal§W province.;Nous ne pouvons pas construire §Y$UNIT$§W n'importe où. Procurez-vous une province §Ycôtière§W.;Wir können §Y$UNIT$§W nirgendwo bauen. Verschaffen Sie sich eine §YKüsten§W-Provinz.;;No podemos construir §Y$UNIT$§W en cualquier sitio. Consigue una provincia §YCostera§W.;;;;;;;;;
DIPLOMACY_WARDIALOG_ALLIES;§Y$COUNTRY$§W is protected by the following nation(s):;§Y$COUNTRY$§W est sous la protection de la ou des nations suivantes :;§Y$COUNTRY$§W steht unter dem Schutz folgender Nation(en):;;§Y$COUNTRY$§W está protegido por lo(s) siguiente(s) país(es):;;;;;;;;;
DIPLOMACY_WARDIALOG_NUM_ALLIES;§Y$COUNTRY$§W is protected by §Y$NUM$§W nation(s);§Y$COUNTRY$§W est sous la protection de §Y$NUM$§W nation(s).;§Y$COUNTRY$§W steht unter dem Schutz von §Y$NUM$§W Nation(en):;;§Y$COUNTRY$§W está protegido por §Y$NUM$§W país(es);;;;;;;;;
DIPLOMACY_WARDIALOG_ALLY;Ally;Allié;Verbündeter;;Aliado;;;;;;;;;
WARGOAL_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;
WARGOAL_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;
WARGOAL_WE_ACCEPT_2;$ACTOR$ has decided to expand our current war by demanding;$ACTOR$ a décidé d'étendre notre guerre actuelle en demandant;$ACTOR$ hat sich entschieden, unseren aktuellen Krieg mit folgender Forderung zu erweitern:;;$ACTOR$ ha decidido ampliar nuestra guerra al exigir;;;;;;;;;
WARGOAL_WE_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;
WARGOAL_WE_ACCEPT_4;The fools think we will somehow cave into them.;Ces imbéciles pensent que nous allons céder.;Die Narren denken, dass wir schon irgendwie nachgeben werden.;;Los muy insensatos se creen que, de un modo u otro, nos rendiremos ante ellos.;;;;;;;;;
WARGOAL_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;
WARGOAL_WE_ACCEPT_6;We will punish them for their insolence.;Nous les punirons pour leur insolence.;Ihre Unverschämtheit wird sie noch teuer zu stehen kommen!;;Los castigaremos por su insolencia.;;;;;;;;;
WARGOAL_WE_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_WE_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_WE_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;
WARGOAL_WE_ACCEPT_LOG;$ACTOR$ expanded their war with us to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre nous pour inclure $WARGOAL$.;$ACTOR$ erweiterte seinen Krieg gegen uns um das Ziel '$WARGOAL$'.;;$ACTOR$ ha ampliado su guerra con nosotros para incluir $WARGOAL$.;;;;;;;;;
WARGOAL_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;
WARGOAL_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;
WARGOAL_THEY_ACCEPT_2;We have decided to expand our war by demanding;Nous avons décidé d'étendre notre guerre en demandant;Wir haben uns entschieden, unseren aktuellen Krieg mit folgender Forderung zu erweitern:;;Hemos decidido ampliar nuestra guerra exigiendo;;;;;;;;;
WARGOAL_THEY_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;
WARGOAL_THEY_ACCEPT_4;We had tried to be reasonable with $RECIPIENT$;Nous avons essayé d'être raisonnables avec $RECIPIENT$.;Wir haben versucht, vernünftig mit $RECIPIENT$ zu verhandeln.;;Hemos intentado ser razonables con $RECIPIENT$;;;;;;;;;
WARGOAL_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;
WARGOAL_THEY_ACCEPT_6;Now they will pay the price for their lack of vision.;Maintenant, ils vont payer le prix pour leur manque de vision.;Nun werden sie den Preis für ihre Engstirnigkeit zahlen.;;Ahora pagarán el precio por su falta de visión.;;;;;;;;;
WARGOAL_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_THEY_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;
WARGOAL_THEY_ACCEPT_LOG;We expanded our war with $RECIPIENT$ to include $WARGOAL$.;Nous avons étendu notre guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;Wir haben den Krieg mit $RECIPIENT$ um das Ziel '$WARGOAL$' erweitert.;;Hemos ampliado nuestra guerra con $RECIPIENT$ para incluir $WARGOAL$.;;;;;;;;;
WARGOAL_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;
WARGOAL_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;
WARGOAL_OTHER_ACCEPT_2;We have heard rumours from distant lands;Des rumeurs nous sont parvenues depuis de lointaines contrées.;Uns sind Gerüchte aus fernen Landen zu Ohren gekommen:;;Nos llegan rumores desde tierras lejanas;;;;;;;;;
WARGOAL_OTHER_ACCEPT_3;It seems that $ACTOR$;Il semble que $ACTOR$;Es scheint so, als ob sich $ACTOR$;;Por lo visto, $ACTOR$;;;;;;;;;
WARGOAL_OTHER_ACCEPT_4;has decided to expand its war with $RECIPIENT$;ait décidé d'étendre sa guerre contre $RECIPIENT$;entschieden hätte, den Krieg mit $RECIPIENT$;;ha decidido ampliar su guerra con $RECIPIENT$;;;;;;;;;
WARGOAL_OTHER_ACCEPT_5;by adding $WARGOAL$;en ajoutant $WARGOAL$.;um das Ziel '$WARGOAL$' zu erweitern.;;para $WARGOAL$;;;;;;;;;
WARGOAL_OTHER_ACCEPT_6;Like we care.;Comme si cela nous importait.;Als ob uns das interessieren würde.;;Como si nos importara.;;;;;;;;;
WARGOAL_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;
WARGOAL_OTHER_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;
WARGOAL_OTHER_ACCEPT_LOG;$ACTOR$ expanded their war with $RECIPIENT$ to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;$ACTOR$ erweiterte den Krieg mit $RECIPIENT$ um das Ziel '$WARGOAL$'.;;$ACTOR$ ha ampliado su guerra con $RECIPIENT$ para incluir $WARGOAL$.;;;;;;;;;
NO_GP_ACTION_ON_SELF;It would be foolish to target ourselves;Cela serait idiot de nous viser.;Es wäre unsinnig, uns selbst ins Visier zu nehmen ...;;Sería absurdo apuntar hacia nosotros mismos;;;;;;;;;
OL_VIEW_SIEGES;Toggles §YOccupation§W view;Active la vue §YOccupation§W.;Schaltet §YBesetzungs§W-Ansicht um;;Activa/Desactiva la vista de §YOcupación§W;;;;;;;;;
BADBOY_EFFECT;$DIRECTION$ $VALUE$ infamy.\n;$DIRECTION$ $VALUE$ en infamie.\n;$DIRECTION$ $VALUE$ Infamie.\n;;$DIRECTION$ $VALUE$ infamia.\n;;;;;;;;;
HND;India;Inde;Indien;;India;;;;;;;;;
WEDID_ISDISCREDITED_DESC;Discredited until §Y$UNTIL$§W. We are behind this.;Discrédit jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;In Verruf gebracht bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Desacreditado hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;
WEDID_ISBANNEDEMBASSY_DESC;Banned embassy until §Y$UNTIL$§W. We are behind this.;Ambassade interdite jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;Botschaft verbannt bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Embajada cerrada hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;
OTHER_MUST_NEGOTIATE_WITH_WAR_LEADER;We are not allowed to negotiate with the enemy §YWar leader§W since that would end the war. A peace treaty can only be signed between §Y$ENEMY$§W and §Y$COUNTRY$§W.;Nous ne sommes pas autorisés à négocier avec le §Ymeneur de guerre§W ennemi, car cela mettrait fin à la guerre. Un traité de paix ne peut être signé qu'entre §Y$ENEMY$§W et §Y$COUNTRY$§W.;Wir dürfen nicht mit dem feindlichen §YKriegsführer§W verhandeln, da dies den Krieg beenden würde. Ein Friedensvertrag kann nur zwischen §Y$ENEMY$§W und §Y$COUNTRY$§W unterzeichnet werden.;;No podemos negociar con el §YLíder de guerra§W enemigo, pues eso pondría fin a la guerra. Solo se puede firmar un tratado de paz entre §Y$ENEMY$§W y §Y$COUNTRY$§W.;;;;;;;;;
REMOVE_unification_humiliate_cb_desc;Humiliate another Great Power to assert leadership over your common cultural union.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;
REMOVE_unification_humiliate_cb_setup;Humiliate another Great Power to assert leadership over your common cultural union.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;
PRODUCTION_REQUIRED_DAILY_INPUTS;Required daily inputs:;Matières premières quotidiennement requises :;Erforderlicher täglicher Input:;;Recursos diarios requeridos:;;;;;;;;;
PRODUCTION_DAILY_OUTPUT;Daily output:;Production quot.;Tägliche Leistung:;;Producción diaria:;;;;;;;;;
COUNTRYALERT_NO_HasClosedFactories;There are no bankrupt factories in our nation;Aucune usine n'est en faillite dans notre nation.;In unserer Nation gibt es keine bankrotten Fabriken.;;En nuestra nación no hay fábricas en bancarrota.;;;;;;;;;
COUNTRYALERT_HasClosedFactories;There are bankrupt factories in the following states:;Il y a des usines en faillite dans les États suivants :;In folgenden Staaten gibt es bankrotte Fabriken:;;Hay fábricas en bancarrota en los siguientes estados:;;;;;;;;;
ANY_STATE_STARTS;Any State;Tout État;Beliebiger Staat;;Cualquier estado;;;;;;;;;
HND_ADJ;Indian;Indien;Indisch;;Indio;;;;;;;;;
REMOVED_BUDGET_CANT_LOAN_DESC;Banks will only loan you money if you have been meeting your interest payments and are not hostile. Foreign banks will also never loan you more than $MAXLOAN$% of their total available funds for security reasons.;Les banques ne vous prêteront d'argent que si vous avez respecté les paiements de vos intérêts et n'êtes pas hostile. Pour des raisons de sécurité, les banques étrangères ne vous prêteront jamais plus de $MAXLOAN$% de leurs fonds totaux disponibles.;Banken leihen Ihnen nur dann Geld, wenn Sie Ihren Zinszahlungen nachgekommen sind und nicht als feindlich eingestuft werden. Ausländische Banken leihen Ihnen aus Sicherheitsgründen außerdem niemals mehr als $MAXLOAN$% ihrer gesamten Geldmittel.;;Los bancos solo te prestarán dinero si has cumplido con el pago de tus intereses y no eres hostil. Además, los bancos extranjeros nunca te prestarán más del $MAXLOAN$% de sus fondos totales disponibles, por razones de seguridad.;;;;;;;;;
WE_ARE_DISCREDITED;We are discredited;Nous sommes discrédités.;Wir wurden in Verruf gebracht;;Estamos desacreditados;;;;;;;;;
INFLUENCE_NEIGHBOUR;Neighbouring nation;Nation voisine;Nachbarnation;;Nación vecina;;;;;;;;;
INFLUENCE_OTHER_CONTINENT;Nation is on another continent;La nation se trouve sur un autre continent.;Nation befindet sich auf einem anderen Kontinent;;La nación está en otro continente;;;;;;;;;
INFLUENCE_RELATIVE;Total score of nation relative to our total score;Score total de la nation par rapport au nôtre;Gesamtpunkte der Nation in Beziehung zu unseren Gesamtpunkten;;Puntuación total de nación, en relación con nuestra puntuación total;;;;;;;;;
INFLUENCE_AT_MAX;We cannot have more than §Y$MAX$§W influence in a single nation;Nous ne pouvons pas bénéficier de plus de §Y$MAX$§W d'influence dans une même nation.;Wir können in einer einzelnen Nation nicht mehr als §Y$MAX$§W Einfluss haben.;;No podemos tener una influencia superior a §Y$MAX$§W en una sola nación;;;;;;;;;
DIPLOMACY_DAILYINFLULENCE_GAIN;We gain §Y$NUM$§W influence in §Y$COUNTRY$§W each day. Our base influence gain is §Y$BASE$§W;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W. Notre gain d'influence de base s'élève à §Y$BASE$§W;Wir erhalten in §Y$COUNTRY$§W täglich zusätzlich §Y$NUM$§W Einfluss. Unser Basis-Einfluss-Zugewinn ist §Y$BASE$§W;;Obtenemos una influencia de §Y$NUM$§W en §Y$COUNTRY$§W cada día. Nuestra ganancia base de influencia es de §Y$BASE$§W;;;;;;;;;
DECL_WAR_NO_VASSAL;We are not allowed to declare war against §Ysatellites§W or §Ydominions§W;Nous ne sommes pas autorisés à déclarer la guerre à des §Ysatellites§W ou §Ydominions§W.;Wir dürfen §YSatellitenstaaten§W oder §YDominions§W nicht den Krieg erklären.;;No podemos declarar la guerra contra §Ysatélites§W o §Ydominios§W;;;;;;;;;
OL_HOSTILE_SIEGES;Hostile occupation;Occupation ennemie;Feindliche Besetzung;;Ocupación hostil;;;;;;;;;
OL_VIEW_HOSTILE_SIEGES;Toggles §YHostile Occupation§W view.;Active la vue §YOccupation ennemie§W.;Schaltet §YFeindliche Besetzung§W-Ansicht um.;;Activa/Desactiva la vista de §YOcupación hostil§W;;;;;;;;;
POOR_MILITANCY_MORE_THAN;Poor strata militancy more than ;Militantisme des classes défavorisées supérieur à ;Militanz der Unterschicht höher als ;;Militancia de estrato pobre de más de ;;;;;;;;;
MIDDLE_MILITANCY_MORE_THAN;Middle strata militancy more than ;Militantisme des classes moyennes supérieur à ;Militanz der Mittelschicht höher als ;;Militancia de clase media de más de ;;;;;;;;;
RICH_MILITANCY_MORE_THAN;Rich strata militancy more than ;Militantisme des classes supérieures supérieur à ;Militanz der Oberschicht höher als ;;Militancia de estrato rico de más de ;;;;;;;;;
POOR_MILITANCY_LESS_THAN;Poor strata militancy less than ;Militantisme des classes défavorisées inférieur à ;Militanz der Unterschicht geringer als ;;Militancia de estrato pobre de menos de ;;;;;;;;;
MIDDLE_MILITANCY_LESS_THAN;Middle strata militancy less than ;Militantisme des classes moyennes inférieur à ;Militanz der Mittelschicht geringer als ;;Militancia de clase media de menos de ;;;;;;;;;
RICH_MILITANCY_LESS_THAN;Rich strata militancy less than ;Militantisme des classes supérieures inférieur à ;Militanz der Oberschicht geringer als ;;Militancia de estrato rico de menos de ;;;;;;;;;
PRODUCTION_SORT_BY_AVAILABLE_WORKFORCE_TOOLTIP;Sort by unemployed §Y$TYPE$§W;Classer par §Y$TYPE$§W sans emploi;Sortieren nach arbeitslosen §Y$TYPE$§W;;Ordenar por §Y$TYPE$§W desempleados;;;;;;;;;
PRODUCTION_SORT_BY_AVG_INVESTORS_TOOLTIP;Sort by average §Y$TYPE$§W in state;Classer par §Y$TYPE$§W moyen dans l'État;Sortieren nach durchschnittlichen §Y$TYPE$§W im Staat;;Ordenar por media de §Y$TYPE$§W en el estado;;;;;;;;;
PRODUCED_DETAIL;$VAL$ available for our country;$VAL$ sur notre marché commun (priorité/rang);$VAL$ für unser Land verfügbar;;$VAL$ disponible para nuestro país;;;;;;;;;
TRADE_AVAILABLE;Available;Dispo.;Verfügbar;;Dispone;;;;;;;;;
DZG_ADJ;Danziger;Danzigeois;Danziger;;de Danzig;;;;;;;;;
NOT_ENOUGH_FOR_BRIGADE;There is not enough currently to mobilize a brigade;Il n’y a pas assez de soldats pour mobiliser un régiment.;Es gibt zur Mobilisierung einer Brigade derzeit nicht ausreichend viele Soldaten;;En este momento no hay suficiente para movilizar una brigada;;;;;;;;;
