Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
CANCELGIVEMILITARYACCESS_DESC;Removes the Military Access we are granting to this country.;Annule l'accès militaire accord??ce pays.;Zieht den Militärzugang zurück, den wir diesem Land gewähren.;;Cancela el acceso militar que estamos concediendo a este país.;;;;;;;;;
CANCELGIVEMILITARYACCESS_BUTTON;Remove Military Access;Annuler l'accès militaire;Militärzugang zurückziehen;;Eliminar acceso militar;;;;;;;;;
ALLIANCE_THEY_ACCEPT_LOG;$RECIPIENT$ entered our Military Alliance.;$RECIPIENT$ a rejoint notre alliance militaire.;$RECIPIENT$ ging mit uns ein Militärbündnis ein.;;$RECIPIENT$ ha entrado en nuestra alianza militar.;;;;;;;;;
ALLIANCE_WE_ACCEPT_LOG;We entered a Military Alliance with $ACTOR$.;Nous avons conclu une alliance militaire avec $ACTOR$.;Wir gingen ein Militärbündnis mit $ACTOR$ ein.;;Hemos concertado una alianza militar con $ACTOR$.;;;;;;;;;
ALLIANCE_THEY_DECLINE_LOG;$RECIPIENT$ declined our Military Alliance offer.;$RECIPIENT$ a refus?notre offre d'alliance militaire.;$RECIPIENT$ lehnte unser Angebot auf ein Militärbündnis ab.;;$RECIPIENT$ ha rechazado nuestra oferta de alianza militar.;;;;;;;;;
ALLIANCE_WE_DECLINE_LOG;We declined a Military Alliance offer from $ACTOR$.;Nous avons refus?l'offre d'alliance militaire de $ACTOR$.;Wir lehnten ein Angebot auf ein Militärbündnis von $ACTOR$ ab.;;Hemos rechazado una oferta de alianza militar de $ACTOR$.;;;;;;;;;
ALLIANCE_OTHER_DECLINE_LOG;$RECIPIENT$ declined a Military Alliance offer from $ACTOR$.;$RECIPIENT$ a refus?l'offre d'alliance militaire de $ACTOR$.;$RECIPIENT$ lehnte ein Angebot auf ein Militärbündnis von $ACTOR$ ab.;;$RECIPIENT$ ha rechazado una oferta de alianza militar de $ACTOR$.;;;;;;;;;
ALLIANCE_DESC;If a country accepts our Alliance offer, it may come to our assistance during wars.;Si un pays accepte notre offre d'alliance, il pourra nous venir en aide en cas de guerre.;Wenn ein Land unser Bündnisangebot annimmt, könnte es uns im Krieg zu Hilfe kommen.;;Si un país acepta nuestra oferta de alianza, podr?acudir a ayudarnos durante las guerras.;;;;;;;;;
ALLIANCE_BUTTON;Form Alliance;Former une alliance;Bündnis anbieten;;Formar alianza;;;;;;;;;
ALLIANCE_OFFER;$ACTOR$ offers us an Alliance. By accepting it we are promising to help each other in times of war.;§Y$ACTOR$§W nous propose une alliance. En l'acceptant, nous nous engageons ?nous entraider en cas de guerre.;$ACTOR$ bietet uns ein Bündnis an. Wenn wir annehmen, versprechen wir, einander in Kriegszeiten zu helfen.;;$ACTOR$ nos ofrece una alianza. Al aceptarla nos comprometemos a ayudarnos en tiempos de guerra.;;;;;;;;;
CANCELALLIANCE_THEY_ACCEPT_LOG;We have broken our Alliance with $RECIPIENT$.;Nous avons rompu notre alliance avec $RECIPIENT$.;Wir haben unser Bündnis mit $RECIPIENT$ gebrochen.;;Hemos roto nuestra alianza con $RECIPIENT$.;;;;;;;;;
CANCELALLIANCE_WE_ACCEPT_LOG;$ACTOR$ broke their Alliance with us.;$ACTOR$ a rompu son alliance avec nous.;$ACTOR$ brach das Bündnis mit uns.;;$ACTOR$ ha roto su alianza con nosotros.;;;;;;;;;
CANCELALLIANCE_OTHER_ACCEPT_LOG;$ACTOR$ broke their Alliance with $RECIPIENT$.;$ACTOR$ a rompu son alliance avec $RECIPIENT$.;$ACTOR$ brach das Bündnis mit $RECIPIENT$.;;$ACTOR$ ha roto su alianza con $RECIPIENT$.;;;;;;;;;
CANCELALLIANCE_DESC;Ends our current Alliance with this country and will adversely affect relations.;Met un terme ?notre alliance avec ce pays, ce qui aura des conséquences négatives sur nos relations.;beendet unser momentanes Bündnis mit diesem Land und wird die Beziehungen negativ beeinflussen.;;Rompe la alianza que tenemos actualmente con este país. Afecta de forma adversa a nuestras relaciones.;;;;;;;;;
CANCELALLIANCE_BUTTON;Dissolve Alliance;Dissoudre l'alliance;Bündnis auflösen;;Disolver alianza;;;;;;;;;
CALLALLY_THEY_ACCEPT_LOG;$RECIPIENT$ has come to aid us in our war.;$RECIPIENT$ nous est venu en aide dans notre guerre.;$RECIPIENT$ kam uns in unserem Krieg zu Hilfe.;;$RECIPIENT$ ha acudido a ayudarnos en nuestra guerra.;;;;;;;;;
CALLALLY_WE_ACCEPT_LOG;We've agreed to aid $ACTOR$ in their war.;Nous avons accept?d'aider $ACTOR$ dans sa guerre.;Wir stimmten zu, $ACTOR$ im Krieg zu helfen.;;Hemos accedido a ayudar a $ACTOR$ en la guerra.;;;;;;;;;
CALLALLY_OTHER_ACCEPT_LOG;$RECIPIENT$ agreed to aid $ACTOR$ in their war.;$RECIPIENT$ a accept?d'aider $ACTOR$ dans sa guerre.;$RECIPIENT$ stimmte zu, $ACTOR$ im Krieg zu helfen.;;$RECIPIENT$ ha accedido a ayudar a $ACTOR$ en la guerra.;;;;;;;;;
CALLALLY_THEY_DECLINE_LOG;$RECIPIENT$ declined to aid us in our war.;$RECIPIENT$ a refus?de nous aider dans notre guerre.;$RECIPIENT$ lehnte es ab, uns in unserem Krieg zu Hilfe zu kommen.;;$RECIPIENT$ se ha negado a ayudarnos en nuestra guerra.;;;;;;;;;
CALLALLY_WE_DECLINE_LOG;We've declined to aid $ACTOR$ in their war.;Nous avons refus?d'aider $ACTOR$ dans sa guerre.;Wir lehnten es ab, $ACTOR$ im Krieg zu Hilfe zu kommen.;;Nos hemos negado a ayudar a $ACTOR$ en la guerra.;;;;;;;;;
CALLALLY_OTHER_DECLINE_LOG;$RECIPIENT$ declined to aid $ACTOR$ in their war.;$RECIPIENT$ a refus?d'aider $ACTOR$ dans sa guerre.;$RECIPIENT$ lehnte es ab, $ACTOR$ im Krieg zu Hilfe zu kommen.;;$RECIPIENT$ se ha negado a ayudar a $ACTOR$ en la guerra.;;;;;;;;;
REMOVE_CALLALLY_DESC;Call on our partner to aid us in this conflict.;Faisons appel ?notre alli?pour qu'il nous aide dans ce conflit.;Unseren Bündnispartner zur Hilfe in diesem Konflikt aufrufen.;;Llama a nuestro aliado para que nos ayude en este conflicto.;;;;;;;;;
CALLALLY_BUTTON;Call Ally;Appel ?un alli?Waffenhilfe einfordern;;Llamar aliado;;;;;;;;;;
REMOVE_CALLALLY_OFFER;The nation of $ACTOR$, your faithful ally, is requesting that you come to their aid in the conflict against $LIST$.;La nation de $ACTOR$, votre fidèle alli? demande ?ce que vous lui veniez en aide dans le conflit qui l'oppose ?$LIST$.;Das Land $ACTOR$, Ihr treuer Verbündeter, bittet Sie, ihnen in ihrem Konflikt gegen $LIST$ zu Hilfe zu kommen.;;El país de $ACTOR$, tu fiel aliado, te pide que acudas a ayudarlo en su guerra contra $LIST$.;;;;;;;;;
DISCREDIT_THEY_ACCEPT_LOG;We have discredited $TARGET$, which lessens their influence on $RECIPIENT$;Nous avons discrédit?$TARGET$, ce qui atténue son influence sur $RECIPIENT$;Wir haben $TARGET$ in Verruf gebracht, was ihren Einfluss auf $RECIPIENT$ verringert;;Hemos desacreditado a $TARGET$, lo que reduce su influencia sobre $RECIPIENT$.;;;;;;;;;
DISCREDIT_WE_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, we will be less influenced by them;$ACTOR$ a discrédit?$TARGET$ qui aura moins d'influence sur nous.;$ACTOR$ hat $TARGET$ in Verruf gebracht, nun werden wir von ihnen weniger beeinflusst.;;$ACTOR$ ha desacreditado a $TARGET$, lo que mermar?su capacidad de influir en nosotros.;;;;;;;;;
DISCREDIT_OTHER_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, which lessens their influence on $RECIPIENT$;$ACTOR$ a discrédit?$TARGET$, ce qui atténue son influence sur $RECIPIENT$.;$ACTOR$ hat $TARGET$ in Verruf gebracht, was ihren Einfluss auf $RECIPIENT$ verringert.;;$ACTOR$ ha desacreditado a $TARGET$, lo que reduce su influencia sobre $RECIPIENT$.;;;;;;;;;
DISCREDIT_DESC;Discredit another Great Power, making it harder for them to influence this country. Lasts §Y$DAYS$§W days.;Discréditez une autre Grande Puissance pour atténuer son influence sur ce pays. Cela dure §Y$DAYS$§W jours.;Bringt eine andere Großmacht in Verruf, was es ihnen schwerer macht, dieses Land zu beeinflussen. Dauert §Y$DAYS$§W Tage.;;Desacreditas a otra gran potencia, cuya capacidad para influir en este país queda mermada. Dura §Y$DAYS$§W días.;;;;;;;;;
DISCREDIT_BUTTON;Discredit;Discréditer;In Verruf bringen;;Desacreditar;;;;;;;;;
EXPELADVISORS_THEY_ACCEPT_LOG;We convinced $RECIPIENT$ to expel all advisors from $TARGET$.;Nous avons convaincu $RECIPIENT$ d'expulser tous les conseillers de $TARGET$.;Wir überzeugten $RECIPIENT$, alle Berater aus $TARGET$ auszuweisen.;;Hemos convencido a $RECIPIENT$ de que expulse a todos los consejeros de $TARGET$.;;;;;;;;;
EXPELADVISORS_WE_ACCEPT_LOG;We were convinced by $ACTOR$ to expel all advisors from $TARGET$.;$ACTOR$ nous a convaincus d'expulser tous les conseillers de $TARGET$.;$ACTOR$ überzeugte uns, alle Berater aus $TARGET$ auszuweisen.;;$ACTOR$ nos ha convencido de que expulsemos a todos los consejeros de $TARGET$.;;;;;;;;;
EXPELADVISORS_OTHER_ACCEPT_LOG;$ACTOR$ convinced $RECIPIENT$ to expel all advisors from $TARGET$.;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous les conseillers de $TARGET$.;$ACTOR$ überzeugte $RECIPIENT$, alle Berater aus $TARGET$ auszuweisen.;;$ACTOR$ ha convencido a $RECIPIENT$ de que expulse a todos los consejeros de $TARGET$.;;;;;;;;;
EXPELADVISORS_DESC;This removes all influence from a Great Power in this country. Also removes Discredit effect.;Cela empêche toute Grande Puissance d'exercer son influence dans ce pays. Annule également l'effet de la fonction Discréditer.;Dies entfernt allen Einfluss aller Großmächte auf dieses Land. Entfernt auch den Effekt 'In Verruf bringen'.;;Elimina toda la influencia de una gran potencia sobre este país. También elimina los efectos de la desacreditación.;;;;;;;;;
EXPELADVISORS_BUTTON;Expel Advisors;Expulser les conseillers;Berater ausweisen;;Expulsar consejeros;;;;;;;;;
CEASECOLONIZATION_THEY_ACCEPT_LOG;$RECIPIENT$ agreed to cease colonization of $RSTATE$ if we cease colonizing $ASTATE$.;$RECIPIENT$ a accept?de renoncer ?la colonisation de $RSTATE$ si nous cessons de coloniser $ASTATE$.;$RECIPIENT$ stimmen überein, die Kolonisierung von $RSTATE$ zu beenden, wenn wir mit der Kolonisierung von $ASTATE$ aufhören.;;$RECIPIENT$ ha accedido a poner fin a la colonización de $RSTATE$ si nosotros hacemos lo propio en $ASTATE$.;;;;;;;;;
CEASECOLONIZATION_WE_ACCEPT_LOG;We've agreed to cease colonization of $RSTATE$, if $ACTOR$ cease colonizing $ASTATE$.;Nous avons accept?de renoncer ?la colonisation de $RSTATE$ si $ACTOR$ cesse de coloniser $ASTATE$.;Wir stimmen überein, die Kolonisierung von $RSTATE$ zu beenden, wenn $ACTOR$ mit der Kolonisierung von $ASTATE$ aufhört.;;Hemos accedido a poner fin a la colonización de $RSTATE$ si $ACTOR$ hace lo propio en $ASTATE$.;;;;;;;;;
CEASECOLONIZATION_OTHER_ACCEPT_LOG;$RECIPIENT$ agreed to cease colonization of $RSTATE$ if $ACTOR$ cease colonizing $ASTATE$.;$RECIPIENT$ a accept?de renoncer ?la colonisation de $RSTATE$ si $ACTOR$ cesse de coloniser $ASTATE$.;$RECIPIENT$ stimmt überein, die Kolonisierung von $RSTATE$ zu beenden, wenn $ACTOR$ mit der Kolonisierung von $ASTATE$ aufhört.;;$RECIPIENT$ ha accedido a poner fin a la colonización de $RSTATE$ si $ACTOR$ hace lo propio en $ASTATE$.;;;;;;;;;
CEASECOLONIZATION_THEY_DECLINE_LOG;$RECIPIENT$ declined to cease colonization of $RSTATE$.;$RECIPIENT$ a refus?de renoncer ?la colonisation de $RSTATE$.;$RECIPIENT$ weigerte sich, die Kolonisierung von $RSTATE$ zu beenden.;;$RECIPIENT$ ha accedido a poner fin a la colonización de $RSTATE$.;;;;;;;;;
CEASECOLONIZATION_WE_DECLINE_LOG;We've declined to cease colonization of $RSTATE$.;Nous avons refus?de renoncer ?la colonisation de $RSTATE$.;Wir weigerten uns, die Kolonisierung von $RSTATE$ zu beenden.;;Hemos accedido a poner fin a la colonización de $RSTATE$.;;;;;;;;;
CEASECOLONIZATION_OTHER_DECLINE_LOG;$RECIPIENT$ declined to cease colonization of $RSTATE$, $ACTOR$ offered to cease colonizing $ASTATE$.;$RECIPIENT$ a refus?de renoncer ?la colonisation de $RSTATE$, $ACTOR$ a propos?de cesser de coloniser $ASTATE$.;$RECIPIENT$ weigerte sich, die Kolonisierung von $RSTATE$ zu beenden, $ACTOR$ bot an, mit der Kolonisierung von $ASTATE$ aufzuhören.;;$RECIPIENT$ se ha negado a poner fin a la colonización de $RSTATE$, a pesar de que $ACTOR$ se ofreci?a hacer lo propio en $ASTATE$.;;;;;;;;;
CEASECOLONIZATION_DESC;Ask country to cease colonization of state we are also colonizing and in exchange, we do the same.;Demandez au pays de cesser de coloniser l'État que nous colonisons également, et en échange, nous ferons de même.;Das Land bitten, die Kolonisierung eines Staats zu beenden, den wir auch kolonisieren. Im Gegenzug tun wir dasselbe.;;Pide a un país que ponga fin a la colonización de un estado que estamos colonizando. A cambio, nosotros nos ofrecemos a hacer lo mismo.;;;;;;;;;
CEASECOLONIZATION_BUTTON;Cease Colonization;Cesser la colonisation;Kolonisierung beenden;;Poner fin a colonización;;;;;;;;;
CEASECOLONIZATION_OFFER;$ACTOR$ requests that we cease colonizing $RSTATE$. In return, they will stop colonizing $ASTATE$.;$ACTOR$ nous demande de renoncer ?coloniser $RSTATE$. En échange, sa colonisation de $ASTATE$ cessera.;$ACTOR$ fordert die Aufgabe der Kolonisierung von $RSTATE$. Im Gegenzug beenden sie die Kolonisierung von $ASTATE$.;;$ACTOR$ nos pide que pongamos fin a la colonización de $RSTATE$. A cambio, ellos harán lo propio en $ASTATE$.;;;;;;;;;
BANEMBASSY_THEY_ACCEPT_LOG;We convinced $RECIPIENT$ to ban the ambassadors of $TARGET$.;Nous avons convaincu $RECIPIENT$ d'expulser les ambassadeurs de $TARGET$.;Wir überzeugten $RECIPIENT$, die Botschafter von $TARGET$ zu verbannen.;;Hemos convencido a $RECIPIENT$ de que expulse a los embajadores de $TARGET$.;;;;;;;;;
BANEMBASSY_WE_ACCEPT_LOG;We were convinced by $ACTOR$ to ban the ambassadors from $TARGET$.;$ACTOR$ nous a convaincus d'expulser les ambassadeurs de $TARGET$.;$ACTOR$ überzeugte uns, die Botschafter von $TARGET$ zu verbannen.;;$ACTOR$ nos ha convencido de que expulsemos a los embajadores de $TARGET$.;;;;;;;;;
BANEMBASSY_OTHER_ACCEPT_LOG;$ACTOR$ convinced $RECIPIENT$ to ban the ambassadors from $TARGET$.;$ACTOR$ a convaincu $RECIPIENT$ d'expulser les ambassadeurs de $TARGET$.;$ACTOR$ überzeugte $RECIPIENT$, die Botschafter von $TARGET$ zu verbannen.;;$ACTOR$ ha convencido a $RECIPIENT$ de que expulse a los embajadores de $TARGET$.;;;;;;;;;
BANEMBASSY_DESC;This removes all influence from a Great Power in this country, and prevents them from doing any diplomatic actions there for §Y$DAYS$§W days. Also removes Discredit effect.;Cela empêche toute Grande Puissance d'exercer son influence dans ce pays et d'y entreprendre des actions diplomatiques pendant §Y$DAYS$§W jours. Annule également l'effet de la fonction Discréditer.;Dies entfernt den gesamten Einfluss einer Großmacht auf dieses Land und hindert sie daran, dort §Y$DAYS$§W Tage lang jegliche diplomatische Handlungen auszuführen. Entfernt auch den Effekt 'In Verruf bringen'.;;Elimina toda la influencia de una gran potencia en este país y le impide realizar acciones diplomáticas en él durante §Y$DAYS$§W días. También elimina los efectos de la desacreditación.;;;;;;;;;
BANEMBASSY_BUTTON;Ban Embassy;Fermer l’ambassade;Botschafter ausweisen;;Expulsar embajadores;;;;;;;;;
INCREASEOPINION_THEY_ACCEPT_LOG;We increased the opinion of us in $RECIPIENT$ to $OPINION$.;L'opinion de $RECIPIENT$ ?notre égard s'est améliorée pour passer ?: $OPINION$.;Wir steigerten die Meinung über uns in $RECIPIENT$ auf $OPINION$.;;Hemos mejorado la opinión de $RECIPIENT$ sobre nosotros hasta: $OPINION$.;;;;;;;;;
INCREASEOPINION_WE_ACCEPT_LOG;Our opinion of $ACTOR$ has increased to $OPINION$.;L'opinion que nous avons de $ACTOR$ s'est améliorée pour passer ?: $OPINION$.;Unsere Meinung von $ACTOR$ ist auf $OPINION$ gestiegen.;;Nuestra opinión sobre $ACTOR$ ha mejorado hasta: $OPINION$.;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_LOG;$RECIPIENT$'s opinion of $ACTOR$ has increased to $OPINION$.;L'opinion que $RECIPIENT$ a de $ACTOR$ s'est améliorée pour passer ?: $OPINION$.;$RECIPIENT$´s Meinung von $ACTOR$ ist auf $OPINION$ gestiegen.;;La opinión de $RECIPIENT$ sobre $ACTOR$ ha mejorado hasta: $OPINION$.;;;;;;;;;
INCREASEOPINION_DESC;Increases the opinion of us in this country.;Améliore l'opinion de ce pays ?notre égard.;Steigert die Meinung dieses Landes über uns.;;Mejora la opinión de este país sobre nosotros.;;;;;;;;;
INCREASEOPINION_BUTTON;Increase Opinion;Améliorer l'opinion;Meinung steigern;;Mejorar opinión;;;;;;;;;
DECREASEOPINION_THEY_ACCEPT_LOG;We decreased the opinion of $TARGET$ in $RECIPIENT$ to $OPINION$.;L'opinion de $RECIPIENT$ ?l'égard de $TARGET$ s'est dégradée pour passer ?: $OPINION$.;Wir verringerten die Meinung über $TARGET$ in $RECIPIENT$ auf $OPINION$.;;Hemos empeorado la opinión de $RECIPIENT$ sobre $TARGET$ hasta: $OPINION$.;;;;;;;;;
DECREASEOPINION_WE_ACCEPT_LOG;$ACTOR$ has lowered our opinion of $TARGET$ to $OPINION$.;$ACTOR$ a fait baisser notre opinion ?l'égard de $TARGET$ , celle-ci est passée ?: $OPINION$.;$ACTOR$ hat unsere Meinung von $TARGET$ auf $OPINION$ verringert.;;$ACTOR$ ha empeorado nuestra opinión sobre $TARGET$ hasta: $OPINION$.;;;;;;;;;
DECREASEOPINION_OTHER_ACCEPT_LOG;$ACTOR$ has lowered the opinion of $TARGET$ in $RECIPIENT$ to $OPINION$.;$ACTOR$ a fait baisser l'opinion de $TARGET$ ?l'égard de $RECIPIENT$ , celle-ci est passée ?: $OPINION$.;$ACTOR$ hat die Meinung von $TARGET$ in $RECIPIENT$ auf $OPINION$ verringert.;;$ACTOR$ ha empeorado la opinión de $RECIPIENT$ sobre $TARGET$ hasta: $OPINION$.;;;;;;;;;
DECREASEOPINION_DESC;Decreases the opinion of another Great Power in this country.;Fait baisser l'opinion d'une autre Grande Puissance dans ce pays.;Verringert die Meinung über eine andere Großmacht in diesem Land.;;Empeora la opinión sobre otra gran potencia en este país.;;;;;;;;;
DECREASEOPINION_BUTTON;Decrease Opinion;Faire baisser l'opinion;Meinung senken;;Empeorar opinión;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_LOG;We have included $RECIPIENT$ in our Sphere of Influence.;Nous avons inclus $RECIPIENT$ dans notre sphère d'influence.;Wir haben $RECIPIENT$ in unsere Einflusssphäre aufgenommen.;;Hemos incluido a $RECIPIENT$ en nuestra esfera de influencia.;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_LOG;$ACTOR$ has included us in their Sphere of Influence.;$ACTOR$ nous a inclus dans sa sphère d'influence.;$ACTOR$ hat uns in seine Einflusssphäre aufgenommen.;;$ACTOR$ nos ha incluido en su esfera de influencia.;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has included $RECIPIENT$ in their Sphere of Influence.;$ACTOR$ a inclus $RECIPIENT$ dans sa sphère d'influence.;$ACTOR$ hat $RECIPIENT$ in seine Einflusssphäre aufgenommen.;;$ACTOR$ ha incluido a $RECIPIENT$ en su esfera de influencia.;;;;;;;;;
ADDTOSPHERE_DESC;Adds this country to our Sphere of Influence.;Ajoute ce pays dans notre sphère d'influence.;Fügt dieses Land unserer Einflusssphäre hinzu.;;Añade este país a nuestra esfera de influencia.;;;;;;;;;
ADDTOSPHERE_BUTTON;Add to Sphere;Ajouter ?la sphère;Zu Sphäre hinzufügen;;Añadir a esfera;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_LOG;We have removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;Nous avons retir?$RECIPIENT$ de la sphère d'influence de $TARGET$.;Wir haben $RECIPIENT$ aus der Einflusssphäre von $TARGET$ entfernt.;;Hemos sacado a $RECIPIENT$ de la esfera de influencia de $TARGET$.;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_LOG;$ACTOR$ has removed us from the Sphere of Influence of $TARGET$.;$ACTOR$ nous a retirés de la sphère d'influence de $TARGET$.;$ACTOR$ hat uns aus der aus der Einflusssphäre von $TARGET$ entfernt.;;$ACTOR$ nos ha sacado de la esfera de influencia de $TARGET$.;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;$ACTOR$ a retir?$RECIPIENT$ de la sphère d'influence de $TARGET$.;$ACTOR$ hat $RECIPIENT$ aus der Einflusssphäre von $TARGET$ entfernt.;;$ACTOR$ ha sacado a $RECIPIENT$ de la esfera de influencia de $TARGET$.;;;;;;;;;
REMOVE_REMOVEFROMSPHERE_DESC;Removes country from a Sphere of Influence.;Retire un pays d'une sphère d'influence.;Entfernt Land aus einer Einflusssphäre.;;Saca a un país de la esfera de influencia de otro.;;;;;;;;;
REMOVEFROMSPHERE_BUTTON;Remove from Sphere;Retirer de la sphère;Aus Sphäre entfernen;;Sacar de la esfera;;;;;;;;;
INCREASERELATION_THEY_ACCEPT_LOG;We have increased our relations with $RECIPIENT$.;Nous avons amélior?nos relations avec $RECIPIENT$.;Wir haben unsere Beziehungen mit $RECIPIENT$ verstärkt.;;Hemos mejorado nuestras relaciones con $RECIPIENT$.;;;;;;;;;
REMOVE_INCREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has increased their relations with us.;$RECIPIENT$ a amélior?ses relations avec nous.;$RECIPIENT$ hat seine Beziehungen mit uns verstärkt.;;$RECIPIENT$ ha mejorado sus relaciones con nosotros.;;;;;;;;;
INCREASERELATION_OTHER_ACCEPT_LOG;$ACTOR$ has increased their relations with $RECIPIENT$.;$ACTOR$ a amélior?ses relations avec $RECIPIENT$.;$ACTOR$ hat seine Beziehungen mit $RECIPIENT$ verstärkt.;;$ACTOR$ ha mejorado sus relaciones con $RECIPIENT$.;;;;;;;;;
INCREASERELATION_DESC;Increases the relations between our countries.;Améliore les relations entre nos pays.;Verbessert die Beziehungen zwischen unseren Ländern.;;Mejora las relaciones entre nuestros países.;;;;;;;;;
REMOVE_INCREASERELATION_BUTTON;Increase relation;Améliorer les relations;Beziehungen verbessern;;Mejorar relación;;;;;;;;;
DECREASERELATION_THEY_ACCEPT_LOG;We have decreased our relations with $RECIPIENT$.;Nous avons détérior?nos relations avec $RECIPIENT$.;Wir haben unsere Beziehungen mit $RECIPIENT$ verringert.;;Hemos empeorado nuestras relaciones con $RECIPIENT$.;;;;;;;;;
REMOVE_DECREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has decreased their relations with us.;$RECIPIENT$ a détérior?ses relations avec nous.;$RECIPIENT$ hat seine Beziehungen mit uns verringert.;;$RECIPIENT$ ha empeorado sus relaciones con nosotros.;;;;;;;;;
DECREASERELATION_OTHER_ACCEPT_LOG;$ACTOR$ has decreased their relations with $RECIPIENT$.;$ACTOR$ a détérior?ses relations avec $RECIPIENT$.;$ACTOR$ hat seine Beziehungen mit $RECIPIENT$ verringert.;;$ACTOR$ ha empeorado sus relaciones con $RECIPIENT$.;;;;;;;;;
DECREASERELATION_DESC;Decreases the relations between our countries.;Détériore les relations entre nos pays.;Verschlechtert die Beziehungen zwischen unseren Ländern.;;Empeora las relaciones entre nuestros países.;;;;;;;;;
REMOVE_DECREASERELATION_BUTTON;Decrease relation;Détériorer les relations;Beziehungen verschlechtern;;Empeorar relaciones;;;;;;;;;
SELECT_WAR_GOAL;Select a war goal;Sélectionnez un objectif de guerre;Kriegsziel auswählen;;Elige un objetivo bélico;;;;;;;;;
WETARGET_DISCREDIT_LOG;$ACTOR$ has discredited us! It will lessen our influence on $RECIPIENT$.;$ACTOR$ nous a discrédités ! Cela va réduire notre influence sur $RECIPIENT$.;$ACTOR$ hat uns in Verruf gebracht! Dies wird unseren Einfluss auf $RECIPIENT$ verringern.;;?ACTOR$ nos ha desacreditado! Eso mermar?nuestra influencia sobre $RECIPIENT$.;;;;;;;;;
WETARGET_EXPELADVISORS_LOG;$ACTOR$ convinced $RECIPIENT$ to expel all our advisors!;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous nos conseillers.;$ACTOR$ überzeugte $RECIPIENT$, alle unsere Berater aus dem Land zu werfen!;;?ACTOR$ ha convencido a $RECIPIENT$ de que expulse a todos nuestros consejeros!;;;;;;;;;
WETARGET_BANEMBASSY_LOG;$ACTOR$ convinced $RECIPIENT$ to ban all our ambassadors!;$ACTOR$ a convaincu $RECIPIENT$ d'expulser tous nos ambassadeurs.;$ACTOR$ überzeugte $RECIPIENT$, alle unsere Botschafter zu verbannen!;;?ACTOR$ ha convencido a $RECIPIENT$ de que expulse a nuestros embajadores!;;;;;;;;;
WETARGET_DECREASEOPINION_LOG;$ACTOR$ has lowered opinion of us in $RECIPIENT$ to $OPINION$!;$ACTOR$ a fait baisser l'opinion de $RECIPIENT$ ?notre égard , celle-ci est passée ?: $OPINION$.;$ACTOR$ hat die Meinung von uns in $RECIPIENT$ auf $OPINION$ verringert!;;$ACTOR$ ha empeorado la opinión de $RECIPIENT$ sobre nosotros hasta: $OPINION$.;;;;;;;;;
WETARGET_REMOVEFROMSPHERE_LOG;$ACTOR$ has removed $RECIPIENT$ from our Sphere of Influence!;$ACTOR$ a retir?$RECIPIENT$ de notre sphère d'influence.;$ACTOR$ entfernte $RECIPIENT$ aus unserer Einflusssphäre!;;?ACTOR$ ha sacado a $RECIPIENT$ de nuestra esfera de influencia!;;;;;;;;;
DIPL_AT_WAR;Not allowed while at war;Impossible en période de guerre;In Kriegszeiten nicht gestattet;;No est?permitido en tiempos de guerra;;;;;;;;;
CW_WARNINSPHERE_SHORT;They are in $COUNTRY$'s Sphere.;Pays se trouvant dans la sphère de $COUNTRY$.;Sie sind in der Einflusssphäre von $COUNTRY$.;;Están en la esfera de influencia de $COUNTRY$.;;;;;;;;;
WARGOAL_COST_DESC;$BADBOY$ Infamy, $PRESTIGE$ Prestige and $COST$ Peace cost;$BADBOY$ d'infamie, $PRESTIGE$ de prestige et $COST$ de coût de paix;$BADBOY$ Infamie, $PRESTIGE$ Prestige und $COST$ Friedenskosten;;Costes: $BADBOY$ infamia, $PRESTIGE$ prestigio y $COST$ paz.;;;;;;;;;
DIPL_NOT_AT_WAR;We are not at war;Nous ne sommes pas en guerre.;Wir sind nicht im Krieg;;No estamos en guerra.;;;;;;;;;
WAR_BUTTON;Declare War;Déclarer la guerre;Krieg erklären;;Declarar la guerra;;;;;;;;;
PEACE_BUTTON;Propose Peace;Proposer la paix;Frieden vorschlagen;;Proponer paz;;;;;;;;;
WARGOAL_BUTTON;Add war goal;Ajouter objectif;Kriegsziel hinzufügen;;Añadir objetivo bélico;;;;;;;;;
