Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
FreeVassal_desc;Free your vassal or substate. How to pick vassal to release? Vassal or substate with relation below -190 will picked. Change relations to select the desired country.;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
DestroyEnemyIndystry_title;Destroy enemy industry.;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
DestroyEnemyIndystry_desc;Destroy enemy industry on occupied lands. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
comi_coup_title;Communist coup.;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
comi_coup_desc;Organize pro communist military coup. Prepare strong army to fight with pissed-off citizens. It will be difficult. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
fashi_coup_title;Fascist coup.;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
fashi_coup_desc;Organize pro fascist military coup. Prepare strong army to fight with pissed-off citizens. It will be very hot. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
DemandPassage_title;Demand passage for our armies. ;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
DemandPassage_desc;Demand passage from some country. How to pick country to demand? Country with relation below -190 will picked. Change relations to select the desired country. If they refuse our proposition We will gain war CB. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
BLR;Belorussia;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
BLR_ADJ;Belorussian;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999981;System event.I recommend disable non-major event popup in message settings;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999981;Checks slavery issues.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999982;End of $FROMCOUNTRY_ADJ$ age.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999982;$FROMCOUNTRY$ ends its existence.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999983;$FROMCOUNTRY_ADJ$ colonies will rise.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999983;As $FROMCOUNTRY$ was occupied all $FROMCOUNTRY_ADJ$ colonies will rise.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999984;End of Empire.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999984;$FROMCOUNTRY$ decided to finish our Empire.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999985;Free pupets.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999985;$FROMCOUNTRY$ decided to free pupets on our land. They will pay for it! ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999986;Free country.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999986;If everything goes well $COUNTRY$ will get freedom. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999989;Common initilization.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999989;Just it;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999990;$COUNTRY_ADJ$ goverment fall down.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999990;Due to recent defeat $COUNTRY$ will join COMINTERN.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999991;$FROMCOUNTRY$ collapsed.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999991;Occupation goverment of $FROMCOUNTRY$ decided give freedom to enslaved people and estable new goverment of free $FROMCOUNTRY$. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999992;$FROMCOUNTRY$ loose SOI.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999992;Due to goverment fall in  $FROMCOUNTRY$ their SOI doesnot exist anymore.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999993;$FROMCOUNTRY$ loose all pupets.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999993;Due to goverment fall in  $FROMCOUNTRY$ their pupets got freedom.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999994;$COUNTRY_ADJ$ communist fall down.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999994;Occupation goverment of $COUNTRY$ estable new  goverment of free $COUNTRY$. Communism was never work.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999995;$COUNTRY_ADJ$ communst fall down.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999995;Due to recent defeat $COUNTRY_ADJ$ communists were driven away and occupation goverment will rule  here. Communism was never work. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999996;$COUNTRY_ADJ$ fascist fall down.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999996;Due to recent defeat $COUNTRY_ADJ$ fascist were driven away and occupation goverment will rule  here. Nazism is a such bad thing.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999997;$FROMCOUNTRY_ADJ$ revolt.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999997;§Y$COUNTRY$§W lets establish union;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999998;test.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999998;;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999999;§Y$COUNTRY$§W repression.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999999;§Y$COUNTRY$§W repressed some people in their country. Who  cares?;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTOPTA999999;New repression wave in §Y$COUNTRY$§W.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999980;$COUNTRY$ forced  to stop war.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999980;$FROMCOUNTRY$ forced $COUNTRY$ to stop war with their friends.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999979;Industry destruction in $COUNTRY$.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999979;$FROMCOUNTRY$ destroyed industry in provinces occupied by $FROMCOUNTRY$.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999988;$FROMCOUNTRY_ADJ$ provocation found!;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999987;Its happened!;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999987;Its happened! Whatever it is.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999978;$COUNTRY_ADJ$ armies destroyed.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999978;Due to recent defeat $COUNTRY_ADJ$ goverment forced to be quiet. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999977;$COUNTRY$ gain uninstall communism CB.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999977;$COUNTRY$ must overthrow communist goverment of $FROMCOUNTRY$;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999976;Communist aggression;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999976;Revolutionary hordes will try to overthrow our lifestyle;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999975;Fascist aggression;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999975;Fascists attacked us aiming to provide extra space for the growth of their population;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999974;War declared.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999974;$COUNTRY$ attacking $FROMCOUNTRY$;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999973;$FROMCOUNTRY_ADJ$ ultimatum received.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999973;$FROMCOUNTRY$ demand military passage from $COUNTRY$. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTOPTA999973;$COUNTRY$ grant military access to $FROMCOUNTRY$.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTOPTB999973;No you dont. $COUNTRY$ rejected $FROMCOUNTRY_ADJ$ ultimatum. ;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999971;Democracy on the march;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999971;...;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999970;War ended;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999970;$COUNTRY$ shall be at the mercy of the winner.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTNAME999969;The Scramble for Africa;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTDESC999969;Some GP wants to colonize our lands.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
AntiCommunistIntervention;Uninstall Communism;;;;;;;;;;;;;
AntiCommunistIntervention_desc;Uninstall the communist government, enslaved people get freedom, pay reparation and disarm.;;;;;;;;;;;;;
AntiCommunistIntervention_short;Uninstall communism;;;;;;;;;;;;;
AntiCommunistIntervention_setup;Uninstall the communist government, enslaved people get freedom, pay reparation and disarm.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
StopBrownPlague;Uninstall fascism;;;;;;;;;;;;;
StopBrownPlague_desc;Uninstall the fascist government, enslaved people get freedom, pay reparation and disarm.;;;;;;;;;;;;;
StopBrownPlague_short;Uninstall fascism;;;;;;;;;;;;;
StopBrownPlague_setup;Uninstall the fascist government, all enslaved people get their freedom, pay reparation and disarm..;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
LivingSpace;Living Space;;;;;;;;;;;;;
LivingSpace_desc;Our people needs more space for living. So, lets take it!;;;;;;;;;;;;;
LivingSpace_short;Living Space;;;;;;;;;;;;;
LivingSpace_setup;Our people needs more space for living. So, lets take it!;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
WorldRevolt;World communist revolution;;;;;;;;;;;;;
WorldRevolt_desc;World communist revolution is only future we want. Defeated will join COMINTERN.;;;;;;;;;;;;;
WorldRevolt_short;World communist revolution;;;;;;;;;;;;;
WorldRevolt_setup;World communist revolution is only future we want. Defeated will join COMINTERN.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
reparation;War cost compensation;;;;;;;;;;;;;
reparation_desc;Demand war cost compensation.;;;;;;;;;;;;;
reparation_short;War cost compensation;;;;;;;;;;;;;
reparation_setup;Demand war cost compensation.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
stop_war;Stop war;;;;;;;;;;;;;
stop_war_desc;Stop fighting with my fiends.;;;;;;;;;;;;;
stop_war_short;Stop war;;;;;;;;;;;;;
stop_war_setup;Stop fighting with my fiends.;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
EVTOPTC70000;Extend slavery & convert to colony;;;;;;;;;;;;;
EVTOPTD70000;Do not extend slavery & convert to colony;;;;;;;;;;;;;
EVTNAME70000;Decide the future of $STATE$!;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;
NNN;Never land - just ignore it;;;;;;;;;;;;;
EVTNAME999967;Finished state to colony convert.;;;;;;;;;;;;;
EVTDESC999967;People in colonies have not rights to: vote, industry producing, social gains.;;;;;;;;;;;;;
EVTNAME999968;1914 Initilization continues.;;;;;;;;;;;;;
EVTDESC999968; ;;;;;;;;;;;;;
EVTNAME999966;1914 Initilization started.;;;;;;;;;;;;;
EVTDESC999966; ;;;;;;;;;;;;;
EVTNAME999965;German minor cores removed.;;;;;;;;;;;;;
EVTDESC999965;Due to german unification minor german states become rudiment.;;;;;;;;;;;;;
EVTNAME999964;1914 Initilization finished.;;;;;;;;;;;;;
EVTDESC999964; ;;;;;;;;;;;;;
WW14_NAME;WWI started ;;;;;;;;;;;;;
WW14_DESC;Alpha vesion ;;;;;;;;;;;;;
EVTNAME999963;Revolutionary Army;;;;;;;;;;;;;
EVTDESC999963;We are not communists any more. Revolutionary Army disbanded;;;;;;;;;;;;;
EVTNAME999962;$COUNTRY$ decides future of marionet governments created by them.;;;;;;;;;;;;;
EVTDESC999962;Shuld we annex them or not? They are our prey.;;;;;;;;;;;;;
OPTA999962;Annex them;;;;;;;;;;;;;
OPTB999962;Keep it as is;;;;;;;;;;;;;
EVTNAME999961;Age of decolonization;;;;;;;;;;;;;
EVTDESC999961;After World War II, the colonized people were frustrated at their status. This will result in massive liberation movements;;;;;;;;;;;;;
EVTNAME999960;Setup;;;;;;;;;;;;;
EVTDESC999960;Just it;;;;;;;;;;;;;
EVTNAME999959;Brown plague;;;;;;;;;;;;;
EVTDESC999959;We are not fascists any more. Our country wii be demilitarized;;;;;;;;;;;;;
heavy_industry_focus;Heavy industry;;;;;;;;;;;;;
consumer_goods_focus;Consumer goods;;;;;;;;;;;;;
immigration_colonization_focus;Immigration & colonization;;;;;;;;;;;;;
inner_immigration;Inner migration;;;;;;;;;;;;;
mechanical_industry_focus;Mechanical industry;;;;;;;;;;;;;
oil_focus;Oil industry;;;;;;;;;;;;;
new_armaments_focus;New armaments;;;;;;;;;;;;;
furniture_focus;Furniture industry;;;;;;;;;;;;;
bottling_focus;Bottling industry;;;;;;;;;;;;;
